home,away,score,year
Арсенал,Сочи,1 : 1,2018/2019
Арсенал,Ахмат,1 : 3,2018/2019
Арсенал,Тамбов,2 : 1,2018/2019
Арсенал,Крылья Советов,2 : 4,2018/2019
Арсенал,Оренбург,2 : 1,2018/2019
Уфа,Зенит,1 : 0,2018/2019
Уфа,Локомотив М,1 : 1,2018/2019
Уфа,Краснодар,2 : 3,2018/2019
Уфа,ЦСКА,1 : 1,2018/2019
Уфа,Ростов,2 : 0,2018/2019
Уфа,Динамо М,0 : 1,2018/2019
Уфа,Спартак М,1 : 0,2018/2019
Уфа,Арсенал,0 : 0,2018/2019
Уфа,Рубин,0 : 0,2018/2019
Уфа,Урал,1 : 1,2018/2019
Уфа,Сочи,1 : 1,2018/2019
Уфа,Ахмат,0 : 1,2018/2019
Уфа,Тамбов,2 : 1,2018/2019
Уфа,Крылья Советов,2 : 1,2018/2019
Уфа,Оренбург,1 : 2,2018/2019
Рубин,Зенит,1 : 2,2018/2019
Рубин,Локомотив М,0 : 2,2018/2019
Рубин,Краснодар,1 : 0,2018/2019
Рубин,ЦСКА,0 : 1,2018/2019
Рубин,Ростов,0 : 0,2018/2019
Рубин,Динамо М,0 : 1,2018/2019
Рубин,Спартак М,1 : 2,2018/2019
Рубин,Арсенал,1 : 0,2018/2019
Рубин,Уфа,0 : 0,2018/2019
Рубин,Урал,0 : 0,2018/2019
Рубин,Сочи,0 : 3,2018/2019
Рубин,Ахмат,1 : 0,2018/2019
Рубин,Тамбов,2 : 1,2018/2019
Рубин,Крылья Советов,0 : 1,2018/2019
Рубин,Оренбург,1 : 0,2018/2019
Урал,Зенит,1 : 3,2018/2019
Урал,Локомотив М,0 : 1,2018/2019
Урал,Краснодар,2 : 4,2018/2019
Урал,ЦСКА,0 : 3,2018/2019
Урал,Ростов,2 : 2,2018/2019
Урал,Динамо М,2 : 1,2018/2019
Урал,Спартак М,0 : 0,2018/2019
Урал,Арсенал,1 : 3,2018/2019
Урал,Уфа,3 : 2,2018/2019
Урал,Рубин,1 : 2,2018/2019
Урал,Сочи,3 : 1,2018/2019
Урал,Ахмат,3 : 0,2018/2019
Урал,Тамбов,2 : 1,2018/2019
Урал,Крылья Советов,1 : 3,2018/2019
Урал,Оренбург,1 : 2,2018/2019
Сочи,Зенит,0 : 2,2018/2019
Сочи,Локомотив М,0 : 1,2018/2019
Сочи,Краснодар,2 : 0,2018/2019
Сочи,ЦСКА,2 : 3,2018/2019
Сочи,Ростов,10 : 1,2018/2019
Сочи,Динамо М,1 : 1,2018/2019
Сочи,Спартак М,1 : 0,2018/2019
Сочи,Арсенал,1 : 2,2018/2019
Сочи,Уфа,0 : 0,2018/2019
Сочи,Рубин,1 : 1,2018/2019
Сочи,Урал,2 : 0,2018/2019
Сочи,Ахмат,2 : 0,2018/2019
Сочи,Тамбов,1 : 2,2018/2019
Сочи,Крылья Советов,0 : 2,2018/2019
Сочи,Оренбург,5 : 1,2018/2019
Ахмат,Зенит,1 : 1,2018/2019
Ахмат,Локомотив М,0 : 2,2018/2019
Ахмат,Краснодар,1 : 0,2018/2019
Ахмат,ЦСКА,0 : 4,2018/2019
Ахмат,Ростов,1 : 1,2018/2019
Ахмат,Динамо М,2 : 3,2018/2019
Ахмат,Спартак М,1 : 3,2018/2019
Ахмат,Арсенал,1 : 1,2018/2019
Ахмат,Уфа,0 : 1,2018/2019
Ахмат,Рубин,1 : 1,2018/2019
Ахмат,Урал,0 : 0,2018/2019
Ахмат,Сочи,1 : 1,2018/2019
Ахмат,Тамбов,1 : 1,2018/2019
Ахмат,Крылья Советов,1 : 1,2018/2019
Ахмат,Оренбург,2 : 1,2018/2019
Тамбов,Зенит,1 : 2,2018/2019
Тамбов,Локомотив М,2 : 3,2018/2019
Тамбов,Краснодар,0 : 2,2018/2019
Тамбов,ЦСКА,0 : 2,2018/2019
Тамбов,Ростов,2 : 1,2018/2019
Тамбов,Динамо М,0 : 2,2018/2019
Тамбов,Спартак М,2 : 0,2018/2019
Тамбов,Арсенал,0 : 1,2018/2019
Тамбов,Уфа,3 : 0,2018/2019
Тамбов,Рубин,0 : 0,2018/2019
Тамбов,Урал,1 : 2,2018/2019
Тамбов,Сочи,3 : 0,2018/2019
Тамбов,Ахмат,1 : 2,2018/2019
Тамбов,Крылья Советов,3 : 0,2018/2019
Тамбов,Оренбург,3 : 0,2018/2019
Крылья Советов,Зенит,0 : 2,2018/2019
Крылья Советов,Локомотив М,1 : 2,2018/2019
Крылья Советов,Краснодар,0 : 0,2018/2019
Крылья Советов,ЦСКА,2 : 0,2018/2019
Крылья Советов,Ростов,0 : 0,2018/2019
Крылья Советов,Динамо М,0 : 0,2018/2019
Крылья Советов,Спартак М,1 : 2,2018/2019
Крылья Советов,Арсенал,2 : 3,2018/2019
Крылья Советов,Уфа,0 : 1,2018/2019
Крылья Советов,Рубин,0 : 0,2018/2019
Крылья Советов,Урал,2 : 3,2018/2019
Крылья Советов,Сочи,3 : 0,2018/2019
Крылья Советов,Ахмат,2 : 4,2018/2019
Крылья Советов,Тамбов,2 : 0,2018/2019
Крылья Советов,Оренбург,1 : 1,2018/2019
Оренбург,Зенит,0 : 2,2018/2019
Оренбург,Локомотив М,2 : 3,2018/2019
Оренбург,Краснодар,0 : 3,2018/2019
Оренбург,ЦСКА,0 : 4,2018/2019
Оренбург,Ростов,0 : 0,2018/2019
Оренбург,Динамо М,2 : 0,2018/2019
Оренбург,Спартак М,1 : 3,2018/2019
Оренбург,Арсенал,2 : 0,2018/2019
Оренбург,Уфа,0 : 0,2018/2019
Оренбург,Рубин,2 : 1,2018/2019
Оренбург,Урал,0 : 3,2018/2019
Оренбург,Сочи,1 : 1,2018/2019
Оренбург,Ахмат,1 : 2,2018/2019
Оренбург,Тамбов,2 : 2,2018/2019
Оренбург,Крылья Советов,0 : 1,2018/2019
Зенит,Локомотив М,0 : 0,2017/2018
Зенит,Краснодар,1 : 1,2017/2018
Зенит,ЦСКА,1 : 1,2017/2018
Зенит,Ростов,6 : 1,2017/2018
Зенит,Динамо М,3 : 0,2017/2018
Зенит,Спартак М,1 : 0,2017/2018
Зенит,Арсенал,3 : 1,2017/2018
Зенит,Уфа,0 : 0,2017/2018
Зенит,Рубин,5 : 0,2017/2018
Зенит,Урал,7 : 1,2017/2018
Зенит,Сочи,2 : 1,2017/2018
Зенит,Ахмат,0 : 0,2017/2018
Зенит,Тамбов,2 : 1,2017/2018
Зенит,Крылья Советов,2 : 1,2017/2018
Зенит,Оренбург,4 : 1,2017/2018
Локомотив М,Зенит,1 : 0,2017/2018
Локомотив М,Краснодар,1 : 1,2017/2018
Локомотив М,ЦСКА,2 : 1,2017/2018
Локомотив М,Ростов,1 : 2,2017/2018
Локомотив М,Динамо М,1 : 2,2017/2018
Локомотив М,Спартак М,0 : 3,2017/2018
Локомотив М,Арсенал,2 : 1,2017/2018
Локомотив М,Уфа,1 : 1,2017/2018
Локомотив М,Рубин,1 : 1,2017/2018
Локомотив М,Урал,4 : 0,2017/2018
Локомотив М,Сочи,0 : 0,2017/2018
Локомотив М,Ахмат,1 : 0,2017/2018
Локомотив М,Тамбов,2 : 1,2017/2018
Локомотив М,Крылья Советов,1 : 1,2017/2018
Локомотив М,Оренбург,1 : 0,2017/2018
Краснодар,Зенит,2 : 4,2017/2018
Краснодар,Локомотив М,1 : 1,2017/2018
Краснодар,ЦСКА,1 : 1,2017/2018
Краснодар,Ростов,2 : 2,2017/2018
Краснодар,Динамо М,0 : 2,2017/2018
Краснодар,Спартак М,2 : 1,2017/2018
Краснодар,Арсенал,2 : 0,2017/2018
Краснодар,Уфа,2 : 0,2017/2018
Краснодар,Рубин,1 : 0,2017/2018
Краснодар,Урал,3 : 0,2017/2018
Краснодар,Сочи,3 : 0,2017/2018
Краснодар,Ахмат,4 : 0,2017/2018
Краснодар,Тамбов,0 : 0,2017/2018
Краснодар,Крылья Советов,4 : 2,2017/2018
Краснодар,Оренбург,1 : 1,2017/2018
ЦСКА,Зенит,0 : 4,2017/2018
ЦСКА,Локомотив М,1 : 0,2017/2018
ЦСКА,Краснодар,3 : 2,2017/2018
ЦСКА,Ростов,1 : 3,2017/2018
ЦСКА,Динамо М,0 : 1,2017/2018
ЦСКА,Спартак М,2 : 0,2017/2018
ЦСКА,Арсенал,0 : 1,2017/2018
ЦСКА,Уфа,0 : 0,2017/2018
ЦСКА,Рубин,1 : 1,2017/2018
ЦСКА,Урал,1 : 1,2017/2018
ЦСКА,Сочи,0 : 0,2017/2018
ЦСКА,Ахмат,3 : 0,2017/2018
ЦСКА,Тамбов,2 : 0,2017/2018
ЦСКА,Крылья Советов,1 : 0,2017/2018
ЦСКА,Оренбург,2 : 1,2017/2018
Ростов,Зенит,1 : 2,2017/2018
Ростов,Локомотив М,1 : 3,2017/2018
Ростов,Краснодар,1 : 1,2017/2018
Ростов,ЦСКА,3 : 2,2017/2018
Ростов,Динамо М,3 : 0,2017/2018
Ростов,Спартак М,2 : 2,2017/2018
Ростов,Арсенал,2 : 1,2017/2018
Ростов,Уфа,1 : 2,2017/2018
Ростов,Рубин,2 : 1,2017/2018
Ростов,Урал,0 : 0,2017/2018
Ростов,Сочи,2 : 0,2017/2018
Ростов,Ахмат,2 : 1,2017/2018
Ростов,Тамбов,1 : 2,2017/2018
Ростов,Крылья Советов,1 : 0,2017/2018
Ростов,Оренбург,2 : 1,2017/2018
Динамо М,Зенит,0 : 2,2017/2018
Динамо М,Локомотив М,1 : 2,2017/2018
Динамо М,Краснодар,1 : 1,2017/2018
Динамо М,ЦСКА,0 : 0,2017/2018
Динамо М,Ростов,2 : 1,2017/2018
Динамо М,Спартак М,0 : 2,2017/2018
Динамо М,Арсенал,0 : 1,2017/2018
Динамо М,Уфа,0 : 0,2017/2018
Динамо М,Рубин,0 : 1,2017/2018
Динамо М,Урал,2 : 0,2017/2018
Динамо М,Сочи,2 : 3,2017/2018
Динамо М,Ахмат,1 : 1,2017/2018
Динамо М,Тамбов,1 : 0,2017/2018
Динамо М,Крылья Советов,2 : 0,2017/2018
Динамо М,Оренбург,0 : 1,2017/2018
Спартак М,Зенит,0 : 1,2017/2018
Спартак М,Локомотив М,1 : 1,2017/2018
Спартак М,Краснодар,0 : 1,2017/2018
Спартак М,ЦСКА,2 : 1,2017/2018
Спартак М,Ростов,1 : 4,2017/2018
Спартак М,Динамо М,0 : 0,2017/2018
Спартак М,Арсенал,0 : 1,2017/2018
Спартак М,Уфа,0 : 0,2017/2018
Спартак М,Рубин,0 : 0,2017/2018
Спартак М,Урал,1 : 2,2017/2018
Спартак М,Сочи,1 : 0,2017/2018
Спартак М,Ахмат,3 : 0,2017/2018
Спартак М,Тамбов,2 : 3,2017/2018
Спартак М,Крылья Советов,2 : 0,2017/2018
Спартак М,Оренбург,1 : 2,2017/2018
Арсенал,Зенит,0 : 1,2017/2018
Арсенал,Локомотив М,4 : 0,2017/2018
Арсенал,Краснодар,1 : 2,2017/2018
Арсенал,ЦСКА,1 : 2,2017/2018
Арсенал,Ростов,2 : 3,2017/2018
Арсенал,Динамо М,1 : 1,2017/2018
Арсенал,Спартак М,2 : 3,2017/2018
Арсенал,Уфа,1 : 0,2017/2018
Арсенал,Рубин,0 : 1,2017/2018
Арсенал,Урал,1 : 1,2017/2018
Арсенал,Сочи,1 : 1,2017/2018
Арсенал,Ахмат,1 : 3,2017/2018
Арсенал,Тамбов,2 : 1,2017/2018
Арсенал,Крылья Советов,2 : 4,2017/2018
Арсенал,Оренбург,2 : 1,2017/2018
Уфа,Зенит,1 : 0,2017/2018
Уфа,Локомотив М,1 : 1,2017/2018
Уфа,Краснодар,2 : 3,2017/2018
Уфа,ЦСКА,1 : 1,2017/2018
Уфа,Ростов,2 : 0,2017/2018
Уфа,Динамо М,0 : 1,2017/2018
Уфа,Спартак М,1 : 0,2017/2018
Уфа,Арсенал,0 : 0,2017/2018
Уфа,Рубин,0 : 0,2017/2018
Уфа,Урал,1 : 1,2017/2018
Уфа,Сочи,1 : 1,2017/2018
Уфа,Ахмат,0 : 1,2017/2018
Уфа,Тамбов,2 : 1,2017/2018
Уфа,Крылья Советов,2 : 1,2017/2018
Уфа,Оренбург,1 : 2,2017/2018
Рубин,Зенит,1 : 2,2017/2018
Рубин,Локомотив М,0 : 2,2017/2018
Рубин,Краснодар,1 : 0,2017/2018
Рубин,ЦСКА,0 : 1,2017/2018
Рубин,Ростов,0 : 0,2017/2018
Рубин,Динамо М,0 : 1,2017/2018
Рубин,Спартак М,1 : 2,2017/2018
Рубин,Арсенал,1 : 0,2017/2018
Рубин,Уфа,0 : 0,2017/2018
Рубин,Урал,0 : 0,2017/2018
Рубин,Сочи,0 : 3,2017/2018
Рубин,Ахмат,1 : 0,2017/2018
Рубин,Тамбов,2 : 1,2017/2018
Рубин,Крылья Советов,0 : 1,2017/2018
Рубин,Оренбург,1 : 0,2017/2018
Урал,Зенит,1 : 3,2017/2018
Урал,Локомотив М,0 : 1,2017/2018
Урал,Краснодар,2 : 4,2017/2018
Урал,ЦСКА,0 : 3,2017/2018
Урал,Ростов,2 : 2,2017/2018
Урал,Динамо М,2 : 1,2017/2018
Урал,Спартак М,0 : 0,2017/2018
Урал,Арсенал,1 : 3,2017/2018
Урал,Уфа,3 : 2,2017/2018
Урал,Рубин,1 : 2,2017/2018
Урал,Сочи,3 : 1,2017/2018
Урал,Ахмат,3 : 0,2017/2018
Урал,Тамбов,2 : 1,2017/2018
Урал,Крылья Советов,1 : 3,2017/2018
Урал,Оренбург,1 : 2,2017/2018
Сочи,Зенит,0 : 2,2017/2018
Сочи,Локомотив М,0 : 1,2017/2018
Сочи,Краснодар,2 : 0,2017/2018
Сочи,ЦСКА,2 : 3,2017/2018
Сочи,Ростов,10 : 1,2017/2018
Сочи,Динамо М,1 : 1,2017/2018
Сочи,Спартак М,1 : 0,2017/2018
Сочи,Арсенал,1 : 2,2017/2018
Сочи,Уфа,0 : 0,2017/2018
Сочи,Рубин,1 : 1,2017/2018
Сочи,Урал,2 : 0,2017/2018
Сочи,Ахмат,2 : 0,2017/2018
Сочи,Тамбов,1 : 2,2017/2018
Сочи,Крылья Советов,0 : 2,2017/2018
Сочи,Оренбург,5 : 1,2017/2018
Ахмат,Зенит,1 : 1,2017/2018
Ахмат,Локомотив М,0 : 2,2017/2018
Ахмат,Краснодар,1 : 0,2017/2018
Ахмат,ЦСКА,0 : 4,2017/2018
Ахмат,Ростов,1 : 1,2017/2018
Ахмат,Динамо М,2 : 3,2017/2018
Ахмат,Спартак М,1 : 3,2017/2018
Ахмат,Арсенал,1 : 1,2017/2018
Ахмат,Уфа,0 : 1,2017/2018
Ахмат,Рубин,1 : 1,2017/2018
Ахмат,Урал,0 : 0,2017/2018
Ахмат,Сочи,1 : 1,2017/2018
Ахмат,Тамбов,1 : 1,2017/2018
Ахмат,Крылья Советов,1 : 1,2017/2018
Ахмат,Оренбург,2 : 1,2017/2018
Тамбов,Зенит,1 : 2,2017/2018
Тамбов,Локомотив М,2 : 3,2017/2018
Тамбов,Краснодар,0 : 2,2017/2018
Тамбов,ЦСКА,0 : 2,2017/2018
Тамбов,Ростов,2 : 1,2017/2018
Тамбов,Динамо М,0 : 2,2017/2018
Тамбов,Спартак М,2 : 0,2017/2018
Тамбов,Арсенал,0 : 1,2017/2018
Тамбов,Уфа,3 : 0,2017/2018
Тамбов,Рубин,0 : 0,2017/2018
Тамбов,Урал,1 : 2,2017/2018
Тамбов,Сочи,3 : 0,2017/2018
Тамбов,Ахмат,1 : 2,2017/2018
Тамбов,Крылья Советов,3 : 0,2017/2018
Тамбов,Оренбург,3 : 0,2017/2018
Крылья Советов,Зенит,0 : 2,2017/2018
Крылья Советов,Локомотив М,1 : 2,2017/2018
Крылья Советов,Краснодар,0 : 0,2017/2018
Крылья Советов,ЦСКА,2 : 0,2017/2018
Крылья Советов,Ростов,0 : 0,2017/2018
Крылья Советов,Динамо М,0 : 0,2017/2018
Крылья Советов,Спартак М,1 : 2,2017/2018
Крылья Советов,Арсенал,2 : 3,2017/2018
Крылья Советов,Уфа,0 : 1,2017/2018
Крылья Советов,Рубин,0 : 0,2017/2018
Крылья Советов,Урал,2 : 3,2017/2018
Крылья Советов,Сочи,3 : 0,2017/2018
Крылья Советов,Ахмат,2 : 4,2017/2018
Крылья Советов,Тамбов,2 : 0,2017/2018
Крылья Советов,Оренбург,1 : 1,2017/2018
Оренбург,Зенит,0 : 2,2017/2018
Оренбург,Локомотив М,2 : 3,2017/2018
Оренбург,Краснодар,0 : 3,2017/2018
Оренбург,ЦСКА,0 : 4,2017/2018
Оренбург,Ростов,0 : 0,2017/2018
Оренбург,Динамо М,2 : 0,2017/2018
Оренбург,Спартак М,1 : 3,2017/2018
Оренбург,Арсенал,2 : 0,2017/2018
Оренбург,Уфа,0 : 0,2017/2018
Оренбург,Рубин,2 : 1,2017/2018
Оренбург,Урал,0 : 3,2017/2018
Оренбург,Сочи,1 : 1,2017/2018
Оренбург,Ахмат,1 : 2,2017/2018
Оренбург,Тамбов,2 : 2,2017/2018
Оренбург,Крылья Советов,0 : 1,2017/2018
Зенит,Локомотив М,0 : 0,2016/2017
Зенит,Краснодар,1 : 1,2016/2017
Зенит,ЦСКА,1 : 1,2016/2017
Зенит,Ростов,6 : 1,2016/2017
Зенит,Динамо М,3 : 0,2016/2017
Зенит,Спартак М,1 : 0,2016/2017
Зенит,Арсенал,3 : 1,2016/2017
Зенит,Уфа,0 : 0,2016/2017
Зенит,Рубин,5 : 0,2016/2017
Зенит,Урал,7 : 1,2016/2017
Зенит,Сочи,2 : 1,2016/2017
Зенит,Ахмат,0 : 0,2016/2017
Зенит,Тамбов,2 : 1,2016/2017
Зенит,Крылья Советов,2 : 1,2016/2017
Зенит,Оренбург,4 : 1,2016/2017
Локомотив М,Зенит,1 : 0,2016/2017
Локомотив М,Краснодар,1 : 1,2016/2017
Локомотив М,ЦСКА,2 : 1,2016/2017
Локомотив М,Ростов,1 : 2,2016/2017
Локомотив М,Динамо М,1 : 2,2016/2017
Локомотив М,Спартак М,0 : 3,2016/2017
Локомотив М,Арсенал,2 : 1,2016/2017
Локомотив М,Уфа,1 : 1,2016/2017
Локомотив М,Рубин,1 : 1,2016/2017
Локомотив М,Урал,4 : 0,2016/2017
Локомотив М,Сочи,0 : 0,2016/2017
Локомотив М,Ахмат,1 : 0,2016/2017
Локомотив М,Тамбов,2 : 1,2016/2017
Локомотив М,Крылья Советов,1 : 1,2016/2017
Локомотив М,Оренбург,1 : 0,2016/2017
Краснодар,Зенит,2 : 4,2016/2017
Краснодар,Локомотив М,1 : 1,2016/2017
Краснодар,ЦСКА,1 : 1,2016/2017
Краснодар,Ростов,2 : 2,2016/2017
Краснодар,Динамо М,0 : 2,2016/2017
Краснодар,Спартак М,2 : 1,2016/2017
Краснодар,Арсенал,2 : 0,2016/2017
Краснодар,Уфа,2 : 0,2016/2017
Краснодар,Рубин,1 : 0,2016/2017
Краснодар,Урал,3 : 0,2016/2017
Краснодар,Сочи,3 : 0,2016/2017
Краснодар,Ахмат,4 : 0,2016/2017
Краснодар,Тамбов,0 : 0,2016/2017
Краснодар,Крылья Советов,4 : 2,2016/2017
Краснодар,Оренбург,1 : 1,2016/2017
ЦСКА,Зенит,0 : 4,2016/2017
ЦСКА,Локомотив М,1 : 0,2016/2017
ЦСКА,Краснодар,3 : 2,2016/2017
ЦСКА,Ростов,1 : 3,2016/2017
ЦСКА,Динамо М,0 : 1,2016/2017
ЦСКА,Спартак М,2 : 0,2016/2017
ЦСКА,Арсенал,0 : 1,2016/2017
ЦСКА,Уфа,0 : 0,2016/2017
ЦСКА,Рубин,1 : 1,2016/2017
ЦСКА,Урал,1 : 1,2016/2017
ЦСКА,Сочи,0 : 0,2016/2017
ЦСКА,Ахмат,3 : 0,2016/2017
ЦСКА,Тамбов,2 : 0,2016/2017
ЦСКА,Крылья Советов,1 : 0,2016/2017
ЦСКА,Оренбург,2 : 1,2016/2017
Ростов,Зенит,1 : 2,2016/2017
Ростов,Локомотив М,1 : 3,2016/2017
Ростов,Краснодар,1 : 1,2016/2017
Ростов,ЦСКА,3 : 2,2016/2017
Ростов,Динамо М,3 : 0,2016/2017
